# Pattern: Saved
0,5
0,6
0,10
0,11
0,28
1,9
1,10
1,11
1,13
1,14
1,38
2,9
2,10
2,37
3,0
3,9
3,37
3,39
4,8
4,9
4,12
4,38
4,39
5,1
5,2
5,12
5,38
5,39
6,0
6,1
6,11
7,9
7,10
7,36
8,9
8,12
8,35
8,36
8,37
9,8
9,35
9,36
10,8
10,9
10,13
10,14
11,8
11,9
11,11
11,13
11,15
12,9
12,11
12,13
12,15
13,10
13,14
15,6
15,7
15,8
18,27
19,5
19,6
19,28
